Date,EventType,EventTitle,Region,SourceTier,SourceName,SourceUrl,EvidenceStatus,RiskTag,BlackSwanLevel,RelatedMetrics,SummaryZh,DecisionImpactZh,Actionable
2026-07-05,NEWS,00918等六檔台股 ETF 換股 納台達電、 鴻海 、微星等 臺灣指數公司1日公告包含大華優利高填息30（00918）、凱基優選高股息30（00915）、兆豐龍頭等權重（00921）、群益台ESG低碳50（00923）、永豐ESG低碳高息（00930）、台新永續高息中小（00936）共六檔台股ETF所追蹤的指數進行定期審核，相關成分股納入和刪除變動將自7月1日交易結束後生效（亦即7月2日起生效）。 2026-07-01 17:16,GLOBAL,MEDIA,經濟日報,https://money.udn.com/money/story/5618/9600713?from=edn_search_result,SINGLE_MEDIA_WATCH,DIRECT_2317,WATCH,DIRECT_2317,搜尋｛鴻海｝共找到1736篇新聞。經濟日報每日提供除產業、股市、金融、國際、彭博及專欄等即時財經新聞，並針對重要議題製作去碎片、有脈絡的深度內容，提供解讀、分析、整理、精選專題、專家觀點等，幫助讀者擺脫資訊碎片化的困擾。 最新發佈｛ 鴻海 ｝相關新聞：｛ 台股周線強彈近5%！五大權值股僅鴻海下跌 「紡織小兵」暴衝60%登漲幅王 ｝,Observation only. Owner review is required before any formal conclusion changes.,false
2026-07-05,NEWS,2026 鴻海 科技獎頒獎典禮登場 首度增設應用組深化產學鏈結 鴻海（2317）旗下鴻海教育基金會主辦的「2026鴻海科技獎」30日舉行頒獎典禮。本屆科技獎首度增設「應用組」，吸引海內外超過200件頂尖碩博士論文投件競逐；在學者專家嚴格評選下，最終選出24位實力卓越的青年科技新星，共同展現台灣新世代在基礎科學與前瞻實務上的研究實力。 2026-06-30 17:17,GLOBAL,MEDIA,經濟日報,https://money.udn.com/money/story/11162/9598201?from=edn_search_result,SINGLE_MEDIA_WATCH,DIRECT_2317,WATCH,DIRECT_2317,搜尋｛鴻海｝共找到1736篇新聞。經濟日報每日提供除產業、股市、金融、國際、彭博及專欄等即時財經新聞，並針對重要議題製作去碎片、有脈絡的深度內容，提供解讀、分析、整理、精選專題、專家觀點等，幫助讀者擺脫資訊碎片化的困擾。 最新發佈｛ 鴻海 ｝相關新聞：｛ 台股周線強彈近5%！五大權值股僅鴻海下跌 「紡織小兵」暴衝60%登漲幅王 ｝,Observation only. Owner review is required before any formal conclusion changes.,false
2026-07-05,NEWS,4. iPhone 18將升級9GB RAM不夠？郭明錤：「無法使用」iOS 27兩大AI功能,GLOBAL,MEDIA,鉅亨網,https://news.cnyes.com/news/id/6522474,SINGLE_MEDIA_WATCH,CUSTOMER_SUPPLY_CHAIN,WATCH,CUSTOMER_SUPPLY_CHAIN,提供匯率相關新聞，包含外幣匯率走勢新聞、美元、日幣及其他外幣指數、國際匯率情勢分析，帶您迅速了解全球貨幣趨勢。,Observation only. Owner review is required before any formal conclusion changes.,false
2026-07-05,NEWS,"AI & Machine Learning Build agents even faster with Gemini Enterprise Agent Platform’s fully-managed, remote MCP server By Colby Hawker • 5-minute read",GLOBAL,OFFICIAL,Google Cloud official blog,https://cloud.google.com/blog/products/ai-machine-learning/gemini-enterprise-agent-platform-remote-mcp-server,OBSERVATION_NO_PUBLISHED_AT,CUSTOMER_SUPPLY_CHAIN,WATCH,CUSTOMER_SUPPLY_CHAIN,"Official news, features and announcements for all Google Cloud products including Google Cloud Platform, Workspace, and much more.",Observation only. Owner review is required before any formal conclusion changes.,false
2026-07-05,NEWS,AI & Machine Learning How Schrödinger sped up molecular discovery by 4x with Alphaevolve By Kartik Sanu • 3-minute read,GLOBAL,OFFICIAL,Google Cloud official blog,https://cloud.google.com/blog/products/ai-machine-learning/schrodinger-alphaevolve-molecular-discovery-accelerates-4x,OBSERVATION_NO_PUBLISHED_AT,MACRO_FX_MARKET,WATCH,MACRO_FX_MARKET,"Official news, features and announcements for all Google Cloud products including Google Cloud Platform, Workspace, and much more.",Observation only. Owner review is required before any formal conclusion changes.,false
2026-07-05,NEWS,AI領軍台灣再續經濟神話？首席拆解AI訂單與關稅夾擊焦慮 下半年如何破局？ft.國泰世華銀行首席經濟學家 林啟超,GLOBAL,MEDIA,工商時報,https://youtu.be/6MTFeg1TaEg,SINGLE_MEDIA_WATCH,MACRO_FX_MARKET,WATCH,MACRO_FX_MARKET,《工商時報》創刊於1978年12月1日，是一份積極報導經濟事務、國際貿易、國際財經、兩岸財經、投資理財、股市分析為主軸的專業財經報紙。創刊近半世紀以來，以一貫堅持的新聞理念，追求優質新聞報導，深獲華人地區專業經理人的肯定與青睞，更是企業經營者不可不閱讀的專業財經媒體。,Observation only. Owner review is required before any formal conclusion changes.,false
2026-07-05,NEWS,Claude Meets Blackwell Ultra: Anthropic’s Models Now Run on NVIDIA GB300 in Azure,GLOBAL,OFFICIAL,NVIDIA official newsroom,https://blogs.nvidia.com/blog/anthropic-nvidia-gb300-blackwell-ultra-microsoft-azure/,REVIEW_REQUIRED_EVIDENCE,CSP_CAPEX_DEMAND,REVIEW_REQUIRED,CSP_CAPEX_DEMAND,"Browse and search for NVIDIA latest news and archive news by month, year or category.",Observation only. Owner review is required before any formal conclusion changes.,false
2026-07-05,NEWS,How Jaiveer Singh Is Helping Robots — and Developers — Move Faster,GLOBAL,OFFICIAL,NVIDIA official newsroom,https://blogs.nvidia.com/blog/nvidia-life-jaiveer-singh/,OBSERVATION_NO_PUBLISHED_AT,CUSTOMER_SUPPLY_CHAIN,WATCH,CUSTOMER_SUPPLY_CHAIN,"Browse and search for NVIDIA latest news and archive news by month, year or category.",Observation only. Owner review is required before any formal conclusion changes.,false
2026-07-05,NEWS,How NVIDIA’s Inference Software Stack Powers the Lowest Token Cost,GLOBAL,OFFICIAL,NVIDIA official newsroom,https://blogs.nvidia.com/blog/inference-software-lowest-token-cost/,OBSERVATION_NO_PUBLISHED_AT,CUSTOMER_SUPPLY_CHAIN,WATCH,CUSTOMER_SUPPLY_CHAIN,"Browse and search for NVIDIA latest news and archive news by month, year or category.",Observation only. Owner review is required before any formal conclusion changes.,false
2026-07-05,NEWS,NVIDIA BioNeMo Agent Toolkit Brings Accelerated AI to Life Sciences Researchers in Claude Science,GLOBAL,OFFICIAL,NVIDIA official newsroom,https://blogs.nvidia.com/blog/claude-science-bionemo-agent-toolkit/,OBSERVATION_NO_PUBLISHED_AT,CUSTOMER_SUPPLY_CHAIN,WATCH,CUSTOMER_SUPPLY_CHAIN,"Browse and search for NVIDIA latest news and archive news by month, year or category.",Observation only. Owner review is required before any formal conclusion changes.,false
